"Index","Outcome","Covars","p_spearman","ci_lower","ci_upper","p_value","CV_RMSE","R2","RMSE_in","AIC","BIC","N","nGenos","Species","p_adj_BH","Rank"
"DeltaE2000","total_chl_cm2","",0.70080971659919,0.561132484031306,0.786649319361519,0.00000167329961312474,1.42404091746458,0.461997652269648,1.31288559847043,137.910947598416,142.901632536805,39,5,"Stylophora pistillata",0.00000351392918756195,30
"VARI","total_chl_cm2","",-0.699797570850202,-0.82220122278232,-0.479048835102023,0.00000174060307811262,1.37198360803252,0.507326828674707,1.25636044769262,134.478288176675,139.468973115064,39,5,"Stylophora pistillata",0.00000353735464261597,31
"G_index","total_chl_cm2","",-0.687246963562753,-0.778568081539182,-0.528796575848981,0.00000285913043037708,1.47376046203934,0.432126013997853,1.3488410859349,140.01837556447,145.009060502859,39,5,"Stylophora pistillata",0.00000562891303480488,32
"Grayscale_weight","total_chl_cm2","",-0.67085020242915,-0.77017117075877,-0.504610526328786,0.00000550576288960199,1.48477500292844,0.421357674546931,1.36156976125212,140.750990676818,145.741675615207,39,5,"Stylophora pistillata",0.0000105110018801493,33
"L_coral","total_chl_cm2","",-0.659109311740891,-0.767211967667126,-0.487605365009458,0.00000875675964104558,1.51650619979641,0.402376173642078,1.38372169730879,142.009792184772,147.000477123161,39,5,"Stylophora pistillata",0.0000162257605113492,34
"VEG","total_chl_cm2","",0.655263157894737,0.439263095219878,0.779988804823808,0.0000101747546958633,1.44318493229182,0.349048268598462,1.44413965060355,145.343277835584,150.333962773973,39,5,"Stylophora pistillata",0.0000183145584525539,35
"VDVI","total_chl_cm2","",0.643117408906883,0.431863165734612,0.777714717916613,0.0000162141676529299,1.38415734486392,0.375783197936804,1.41417295098577,143.707705705826,148.698390644215,39,5,"Stylophora pistillata",0.000026881383214068,36
"g_norm","total_chl_cm2","",0.643117408906883,0.431863165734612,0.777714717916613,0.0000162141676529299,1.38783587869893,0.373337334626184,1.41694081315104,143.860220465501,148.85090540389,39,5,"Stylophora pistillata",0.000026881383214068,37
"ExG_2","total_chl_cm2","",0.643117408906883,0.431863165734612,0.777714717916613,0.0000162141676529299,1.38783587869894,0.373337334626185,1.41694081315104,143.860220465501,148.85090540389,39,5,"Stylophora pistillata",0.000026881383214068,38
"R_plus_G","total_chl_cm2","",-0.621255060728745,-0.746580978947017,-0.425782533561685,0.00003620907578732,1.56633528903178,0.362241157281857,1.42943049667552,144.544742238178,149.535427176567,39,5,"Stylophora pistillata",0.0000584915839641322,39
"ExGR_2","total_chl_cm2","",-0.603441295546559,-0.777067574534935,-0.343957171069761,0.0000672199374368913,1.6224770592813,0.3680240827598,1.4229350051789,144.189493787587,149.180178725976,39,5,"Stylophora pistillata",0.000105871401463104,40
"Grayscale_norm","total_chl_cm2","",-0.602024291497976,-0.740861931221669,-0.401996316237084,0.000070512658189007,1.57908538802385,0.352895223636216,1.43986608289658,145.112114269402,150.102799207791,39,5,"Stylophora pistillata",0.000108348718680669,41
"CIVE_norm","total_chl_cm2","",-0.584817813765182,-0.749228994179724,-0.352783216436553,0.000124034460801217,1.45917236496801,0.308892951085272,1.4880155177724,147.677788057387,152.668472995776,39,5,"Stylophora pistillata",0.000186051691201825,42
"a_coral","total_chl_cm2","",0.577935222672065,0.312873129284387,0.743720091708664,0.000154226847988301,1.52758680440518,0.373331194215063,1.41694775514575,143.860602608676,148.851287547065,39,5,"Stylophora pistillata",0.000225960265657278,43
"COM_raw","total_chl_cm2","",0.568016194331984,0.309636473933317,0.730735219968264,0.000209478980766795,1.43140665514186,0.316089365741353,1.48024798085825,147.269556603157,152.260241541546,39,5,"Stylophora pistillata",0.000299935813370638,44
"EVI","total_chl_cm2","",-0.556072874493927,-0.735445013086158,-0.293362364795818,0.000299327131796004,1.60621341013767,0.346768440047572,1.44666634571,145.479628921573,150.470313859962,39,5,"Stylophora pistillata",0.000419057984514405,45
"V_hsv","total_chl_cm2","",-0.554048582995951,-0.706749463942495,-0.332395813277401,0.000317600317324094,1.65322381469558,0.28805637912843,1.51028044948755,148.836243804043,153.826928742432,39,5,"Stylophora pistillata",0.000425719574285488,46
"R_index","total_chl_cm2","",-0.554048582995951,-0.706749463942495,-0.332395813277401,0.000317600317324094,1.65322381469558,0.28805637912843,1.51028044948755,148.836243804043,153.826928742432,39,5,"Stylophora pistillata",0.000425719574285488,47
"Chroma_coral","total_chl_cm2","",0.52834008097166,0.251408408427886,0.701527918781726,0.000654385291336349,1.44156365567217,0.34778786170181,1.44553708396623,145.418718669143,150.409403607532,39,5,"Stylophora pistillata",0.000858880694878957,48
"b_coral","total_chl_cm2","",0.518218623481781,0.241603247082699,0.690016690742307,0.000857419653459982,1.45113954765854,0.337468480204266,1.45692793760267,146.030950781219,151.021635719608,39,5,"Stylophora pistillata",0.00110239669730569,49
"ChOL","total_chl_cm2","",-0.511538461538461,-0.693256221889083,-0.245609974746632,0.00102051543232103,1.70117051943919,0.274551424817682,1.52453751257609,149.569110892456,154.559795830844,39,5,"Stylophora pistillata",0.0012858494447245,50
"ExG","total_chl_cm2","",0.5,0.231227629500656,0.691053704995248,0.0013681468914367,1.51989952736276,0.252986953963601,1.54703055796249,150.711516896445,155.702201834834,39,5,"Stylophora pistillata",0.00165756258000985,51
"COM_norm","total_chl_cm2","",0.5,0.231227629500656,0.691053704995248,0.0013681468914367,1.52483441597335,0.249413019227928,1.55072687154581,150.89765968063,155.888344619019,39,5,"Stylophora pistillata",0.00165756258000985,52
"ExGR","total_chl_cm2","",0.497570850202429,0.227125724226876,0.690389025486918,0.00145349539435719,1.52791881905895,0.247578068439943,1.5526212359539,150.992886150279,155.983571088668,39,5,"Stylophora pistillata",0.00172773980838684,53
"G_minus_B","total_chl_cm2","",0.486842105263158,0.191648788138671,0.668937726758504,0.00188963635578117,1.52366431175021,0.277455881697237,1.52148257902945,149.412654343014,154.403339281403,39,5,"Stylophora pistillata",0.00220457574841137,54
"chroma_index","total_chl_cm2","",0.473684210526316,0.183592371057918,0.653459485317155,0.00257980501912217,1.55847064124462,0.263954648574738,1.53563176164704,150.134671252825,155.125356191214,39,5,"Stylophora pistillata",0.00295504938553994,55
"IPCA","total_chl_cm2","",0.469230769230769,0.181235311831797,0.648362248379534,0.0028592176920336,1.56229665816401,0.262149475153401,1.53751370007876,150.23020282974,155.220887768129,39,5,"Stylophora pistillata",0.0032166199035378,56
"R_minus_B","total_chl_cm2","",0.465991902834008,0.172945865187437,0.644536504409496,0.00307882511320938,1.56306126453352,0.261773694156312,1.53790517156749,150.250060141904,155.240745080293,39,5,"Stylophora pistillata",0.00340291196723143,57
"F_PC2","total_chl_cm2","",0.432995951417004,0.128086830750755,0.626778465886771,0.00630994578930231,1.62514956168416,0.208323234389262,1.59260747084686,152.976267750774,157.966952689163,39,5,"Stylophora pistillata",0.00685390663320768,58
"WI","total_chl_cm2","",0.424493927125506,0.168281703595266,0.636934965622165,0.00751407386230766,1.60980771274138,0.184899815065546,1.61599604978856,154.1134238113,159.104108749689,39,5,"Stylophora pistillata",0.00776043693976037,59
"H_hsv","total_chl_cm2","",0.424493927125506,0.168281703595266,0.636934965622165,0.00751407386230766,1.61142048393863,0.185734063949858,1.61516885820115,154.07348716488,159.064172103269,39,5,"Stylophora pistillata",0.00776043693976037,60
"hue_angle","total_chl_cm2","",0.424493927125506,0.168281703595266,0.636934965622165,0.00751407386230766,1.61166065472824,0.18568514507228,1.61521737494333,154.075830108179,159.066515046568,39,5,"Stylophora pistillata",0.00776043693976037,61
"R_minus_G","total_chl_cm2","",0.419028340080972,0.110767590618337,0.610048112458941,0.00838910262082727,1.67246515361616,0.191780077958341,1.60916128261056,153.782827450865,158.773512389254,39,5,"Stylophora pistillata",0.0085244107276148,62
"CIVE_raw","total_chl_cm2","",-0.218421052631579,-0.514898853722436,0.0884141891175204,0.181024849972016,1.88053699198862,0.0333476424658035,1.7598269176823,160.764011625043,165.754696563432,39,5,"Stylophora pistillata",0.181024849972016,63
