"Index","Outcome","Covars","p_spearman","ci_lower","ci_upper","p_value","CV_RMSE","R2","RMSE_in","AIC","BIC","N","nGenos","Species","p_adj_BH","Rank"
"CIVE_raw","total_chl_cm2","",0.50844277673546,0.243784843095461,0.723271001691412,0.000944779369316736,1.10078185524643,0.303152116174904,1.01949295720884,121.059514890372,126.126153252714,40,5,"Acropora hemprichii",0.00135275227879442,44
"RGBVI","total_chl_cm2","",-0.435459662288931,-0.666893650352959,-0.139085871808463,0.00534838302897853,1.1497745730342,0.268406151053079,1.044600573397,123.005849531197,128.072487893538,40,5,"Acropora hemprichii",0.00748773624056995,45
"R_minus_G","total_chl_cm2","",0.361538461538462,0.0765899515198388,0.606402448251058,0.0224590445949877,1.19879411554298,0.1404687832281,1.13225973739447,129.452314932893,134.518953295234,40,5,"Acropora hemprichii",0.0307591262931353,46
"ExB","total_chl_cm2","",-0.319136960600375,-0.605144682515602,0.0224186177554461,0.0452177727025476,1.23878814924517,0.0910041139951615,1.16438391136513,131.690451911634,136.757090273976,40,5,"Acropora hemprichii",0.0606110570268191,47
"Chroma_coral","total_chl_cm2","",0.301688555347092,-0.0152805355262097,0.574772235024496,0.0589039799552641,1.2769783206854,0.0722189207795972,1.17635388991147,132.508661136575,137.575299498917,40,5,"Acropora hemprichii",0.0773114736912841,48
"NGBI","total_chl_cm2","",0.282363977485929,-0.0666591237976737,0.569803311989074,0.0777573431370697,1.26067239475424,0.0607980802478247,1.18357211061413,132.998048902871,138.064687265213,40,5,"Acropora hemprichii",0.0999737268905182,49
"COM_norm","total_chl_cm2","",-0.244277673545966,-0.596671384278991,0.124042117309342,0.128565401278418,1.29481471370258,0.0969994920535028,1.16053765043582,131.425753815907,136.492392178249,40,5,"Acropora hemprichii",0.158816083932164,50
"ExGR","total_chl_cm2","",-0.244277673545966,-0.596671384278991,0.124042117309342,0.128565401278418,1.29842848442083,0.0926898589949978,1.16330372757859,131.616202508338,136.682840870679,40,5,"Acropora hemprichii",0.158816083932164,51
"ExG","total_chl_cm2","",-0.236585365853659,-0.584382696811921,0.124327408742209,0.141334787805129,1.30269798530631,0.0876205335160662,1.1665490076251,131.839068587129,136.90570694947,40,5,"Acropora hemprichii",0.171232531379291,52
"g_minus_b","total_chl_cm2","",0.227954971857411,-0.115770123876036,0.532840703712032,0.15676029432387,1.28597012917455,0.0328421926699704,1.20105780053274,134.171296171938,139.23793453428,40,5,"Acropora hemprichii",0.186337708347242,53
"WI","total_chl_cm2","",-0.211444652908068,-0.58209179834462,0.142530885119805,0.18965622212397,1.34385531569217,0.0420998676346119,1.19529569084947,133.786570241704,138.853208604046,40,5,"Acropora hemprichii",0.217242581705638,54
"hue_angle","total_chl_cm2","",-0.211444652908068,-0.58209179834462,0.142530885119805,0.18965622212397,1.40726435345072,0.00808996991537352,1.21632988696823,135.182125486538,140.24876384888,40,5,"Acropora hemprichii",0.217242581705638,55
"WI_old","total_chl_cm2","",0.191744840525328,-0.163878467367391,0.504841833918815,0.23502128892918,1.29443273966899,0.026682404166385,1.2048764739347,134.425246690812,139.491885053153,40,5,"Acropora hemprichii",0.263891984298748,56
"COM_raw","total_chl_cm2","",-0.190243902439024,-0.55954783505321,0.164107202181081,0.238759414365534,1.34212518255202,0.039284693313226,1.19705083051495,133.903953904293,138.970592266635,40,5,"Acropora hemprichii",0.263891984298748,57
"F_PC2","total_chl_cm2","",-0.172795497185741,-0.533350104016649,0.185986641540759,0.285207708836878,1.3190717094645,0.0496511875025866,1.19057499042438,133.469992708983,138.536631071325,40,5,"Acropora hemprichii",0.309794580288333,58
"G_minus_B","total_chl_cm2","",-0.14108818011257,-0.509899853531751,0.221899698682265,0.383841773028404,1.35601610350963,0.0211377015213411,1.2083035127233,134.65246827305,139.719106635391,40,5,"Acropora hemprichii",0.409864944081177,59
"chroma_index","total_chl_cm2","",0.0797373358348968,-0.285875430482934,0.410599389570665,0.62366458103206,1.32325312272645,0.00161377745323112,1.22029414302416,135.442437098334,140.509075460676,40,5,"Acropora hemprichii",0.654847810083663,60
"R_minus_B","total_chl_cm2","",0.0448405253283302,-0.31121525526291,0.367627023012191,0.782970101728471,1.34065723897836,0.00111991939527935,1.22059591881693,135.462218459176,140.528856821518,40,5,"Acropora hemprichii",0.808641252604814,61
"IPCA","total_chl_cm2","",0.0279549718574109,-0.321335850894771,0.35256123133796,0.863855822684522,1.32526185638943,0.00049341208398033,1.22097864363594,135.48729898405,140.553937346391,40,5,"Acropora hemprichii",0.877788981114917,62
"b_coral","total_chl_cm2","",0.024202626641651,-0.32758551589235,0.357642390528959,0.882051352195098,1.34519475811306,0.00277880154647463,1.21958195017365,135.395733554808,140.46237191715,40,5,"Acropora hemprichii",0.882051352195098,63
"VEG","FvFm","",0.782045272487498,0.636194634204606,0.86118509998214,0.00000000413644732315634,0.0782980264074959,0.628562454640172,0.077382424780669,-82.9244507566958,-77.9337658183069,39,5,"Stylophora pistillata",0.000000130548478723411,1
"ExB","FvFm","",-0.766339517468638,-0.847754562857491,-0.638089609838067,0.0000000129618175165469,0.0727725497847604,0.687650205549451,0.0709610521389727,-89.6814752925668,-84.6907903541778,39,5,"Stylophora pistillata",0.000000130548478723411,2
"RGBVI","FvFm","",0.765427570403026,0.633802693576351,0.841402521046644,0.0000000138130141143914,0.071478067766083,0.693033929825346,0.0703468444545722,-90.3595478171624,-85.3688628787734,39,5,"Stylophora pistillata",0.000000130548478723411,3
"NGBI","FvFm","",0.764515623337415,0.637469466470424,0.845831338028644,0.0000000147159367985452,0.0721223606236777,0.689665818408213,0.0707317235070324,-89.933960273947,-84.9432753355581,39,5,"Stylophora pistillata",0.000000130548478723411,4
"VDVI","FvFm","",0.760766507623236,0.599233248578292,0.841446375987559,0.0000000190356572623039,0.0769182225723417,0.658426065420076,0.0742064738270938,-86.1932973831841,-81.2026124447952,39,5,"Stylophora pistillata",0.000000130548478723411,5
"g_norm","FvFm","",0.760766507623236,0.599233248578292,0.841446375987559,0.0000000190356572623039,0.0772920256771269,0.655297434302827,0.0745455446036078,-85.8377046772448,-80.8470197388559,39,5,"Stylophora pistillata",0.000000130548478723411,6
"ExG_2","FvFm","",0.760766507623236,0.599233248578292,0.841446375987559,0.0000000190356572623039,0.077292025677127,0.655297434302827,0.0745455446036078,-85.8377046772449,-80.847019738856,39,5,"Stylophora pistillata",0.000000130548478723411,7
"WI_old","FvFm","",0.760057215461094,0.630392716092857,0.839447155201699,0.0000000199750742921297,0.0736637905845523,0.683851142567799,0.0713912920923707,-89.2099857820953,-84.2193008437063,39,5,"Stylophora pistillata",0.000000130548478723411,8
"g_minus_b","FvFm","",0.757220046812525,0.628175048712581,0.837013218703513,0.0000000241803423474667,0.0724777982907786,0.69061683475267,0.0706232619790477,-90.0536589292719,-85.062973990883,39,5,"Stylophora pistillata",0.000000130548478723411,9
"b_norm","FvFm","",-0.757220046812525,-0.837183299000271,-0.6290197836514,0.0000000241803423474667,0.0739363404399683,0.676215272495908,0.0722482968722603,-88.2792233576733,-83.2885384192844,39,5,"Stylophora pistillata",0.000000130548478723411,10
"NRBI","FvFm","",0.755598807584772,0.627558460620197,0.835129410696044,0.0000000269385749746719,0.074338249415262,0.671432205490159,0.0727799797157479,-87.7073149193917,-82.7166299810028,39,5,"Stylophora pistillata",0.000000130548478723411,11
"S_hsv","FvFm","",0.755598807584772,0.627558460620197,0.835129410696044,0.0000000269385749746719,0.0773696678583764,0.64874163780709,0.0752510856547566,-85.1029403658516,-80.1122554274627,39,5,"Stylophora pistillata",0.000000130548478723411,12
"KI","FvFm","",-0.755598807584772,-0.835129410696044,-0.627558460620197,0.0000000269385749746721,0.0924313908508133,0.524936584947432,0.0875135350266362,-73.3278157119119,-68.337130773523,39,5,"Stylophora pistillata",0.000000130548478723411,13
"r_norm","FvFm","",0.751039072256716,0.626247503373126,0.837139549277729,0.0000000363417812079936,0.0772811483926669,0.643323658059383,0.0758292194961531,-84.5059775824186,-79.5152926440296,39,5,"Stylophora pistillata",0.000000163538015435971,14
"r_minus_b","FvFm","",0.749316505577228,0.620118109805864,0.833095754804651,0.0000000406266982610953,0.0752787031206246,0.663101937426422,0.0736968101709261,-86.7308638449733,-81.7401789065844,39,5,"Stylophora pistillata",0.0000001706321326966,15
"redness_index","FvFm","",0.746175354573456,0.615523405946396,0.833858532567551,0.0000000496697060703648,0.0800286762158415,0.613763294919924,0.0789089393143291,-81.4007335538302,-76.4100486154412,39,5,"Stylophora pistillata",0.000000195574467652062,16
"CIVE_norm","FvFm","",-0.737055883917344,-0.838136700624848,-0.56189949144988,0.0000000876004034000845,0.0820926846713337,0.609717045752159,0.0793211908722144,-80.9942914402419,-76.003606501853,39,5,"Stylophora pistillata",0.000000324636789070901,17
"GLI2","FvFm","",-0.73563729959306,-0.842094786049814,-0.586589733172205,0.0000000954851854182588,0.0794312330511658,0.621968276533117,0.0780662929610418,-82.2381528833775,-77.2474679449885,39,5,"Stylophora pistillata",0.000000334198148963906,18
"B_index","FvFm","",-0.723376677933175,-0.838256930576158,-0.541964843632765,0.000000196733899028763,0.0824442885787646,0.584337758538647,0.0818596194798032,-78.5372520057433,-73.5465670673543,39,5,"Stylophora pistillata",0.000000652328191516425,19
"ExR","FvFm","",0.722262075964095,0.529018474700921,0.845400625763293,0.0000002097006227187,0.0819065462637055,0.596372791761097,0.0806658382018416,-79.683123128205,-74.6924381898161,39,5,"Stylophora pistillata",0.000000660556961563904,20
"g_minus_r","FvFm","",-0.71243331314584,-0.851350069074466,-0.503317360416715,0.000000363450551510358,0.0845999405731446,0.568410778627915,0.0834131897117519,-77.0708033139,-72.0801183755111,39,5,"Stylophora pistillata",0.00000109035165453107,21
"OSAVI","FvFm","",-0.692573132605863,-0.858580533710706,-0.440880579915494,0.00000103375555214046,0.0885593405315094,0.525268389880793,0.0874829680604604,-73.3550645236756,-68.3643795852866,39,5,"Stylophora pistillata",0.0000024872903427836,22
"NDI","FvFm","",0.692573132605863,0.440880579915494,0.858580533710706,0.00000103375555214046,0.0894260727083567,0.515643801637542,0.088365322096693,-72.5722966915702,-67.5816117531813,39,5,"Stylophora pistillata",0.0000024872903427836,23
"NGRI","FvFm","",-0.692573132605863,-0.858580533710706,-0.440880579915494,0.00000103375555214046,0.0894974449262319,0.514848718911985,0.0884378192925156,-72.5083297105919,-67.5176447722029,39,5,"Stylophora pistillata",0.0000024872903427836,24
"MGRVI","FvFm","",-0.692573132605863,-0.858580533710706,-0.440880579915494,0.00000103375555214046,0.089547668947223,0.513896519146151,0.0885245645974517,-72.4318599639912,-67.4411750256023,39,5,"Stylophora pistillata",0.0000024872903427836,25
"EVI_2","FvFm","",-0.691965167895455,-0.857008911499864,-0.439687108068489,0.00000106598157547868,0.0872772786241963,0.539226706284663,0.0861872618896918,-74.5189595284576,-69.5282745900686,39,5,"Stylophora pistillata",0.0000024872903427836,26
"SAVI","FvFm","",-0.691965167895455,-0.857008911499864,-0.439687108068489,0.00000106598157547868,0.0874113268722526,0.537923557861075,0.0863090522544584,-74.4088163050796,-69.4181313666907,39,5,"Stylophora pistillata",0.0000024872903427836,27
"COM_raw","FvFm","",0.683757644304954,0.47876259587524,0.807656808531662,0.00000160191230558339,0.0872167008517623,0.558596041749982,0.084356304454642,-76.1938414416925,-71.2031565033036,39,5,"Stylophora pistillata",0.00000360430268756263,28
"D_toWhite","FvFm","",0.677576669749145,0.451998077817734,0.822258326921564,0.00000215857839810549,0.0890681690498982,0.499693378353477,0.0898085241075704,-71.3086744347333,-66.3179894963444,39,5,"Stylophora pistillata",0.00000468932548553952,29
"D_toWhite_RGB","FvFm","",0.668355871641298,0.433092259240827,0.819840613106874,0.00000332500129783434,0.0933624684373169,0.452174090041842,0.0939768141747882,-67.7699548285048,-62.7792698901158,39,5,"Stylophora pistillata",0.00000682057791217299,30
"R_plus_B","FvFm","",-0.668153216737828,-0.812682726175858,-0.441750128250958,0.00000335615738535496,0.0921009188424325,0.45874521489892,0.0934114918949386,-68.2405847469813,-63.2498998085924,39,5,"Stylophora pistillata",0.00000682057791217299,31
"DeltaE76","FvFm","",0.654068700946722,0.410310161649906,0.813107561006325,0.00000630944206429588,0.0913489761192136,0.473633631917129,0.0921177878562733,-69.3283974168633,-64.3377124784743,39,5,"Stylophora pistillata",0.0000121523176225779,32
"int","FvFm","",-0.653866046043253,-0.804020186593692,-0.416531133972797,0.00000636549970706461,0.0947386370152318,0.430565692043765,0.0958122962514616,-66.2612058231717,-61.2705208847827,39,5,"Stylophora pistillata",0.0000121523176225779,33
"ExG","FvFm","",0.650218257780808,0.42245657352656,0.796088404448058,0.00000745584829835001,0.0922140640044411,0.500280265303238,0.0897558335027032,-71.3544504155828,-66.3637654771938,39,5,"Stylophora pistillata",0.00001342052693703,34
"COM_norm","FvFm","",0.650218257780808,0.42245657352656,0.796088404448058,0.00000745584829835001,0.0923634317127497,0.4981805014995,0.0899442075792849,-71.1909203098925,-66.2002353715036,39,5,"Stylophora pistillata",0.00001342052693703,35
"F_PC1","FvFm","",-0.649407638166931,-0.79778732211152,-0.411505065480867,0.00000772027145056931,0.0962663595644606,0.414613931714767,0.0971450385812312,-65.1837079926566,-60.1930230542677,39,5,"Stylophora pistillata",0.0000135104750384963,36
"D_toWhite_RGB_corrected","FvFm","",0.647482416583974,0.400410392771287,0.803053992515009,0.00000838304552068572,0.0947837741450202,0.431516830793259,0.095732244107933,-66.3264028530328,-61.3357179146439,39,5,"Stylophora pistillata",0.0000140793898499346,37
"ExGR","FvFm","",0.64717843422877,0.412411756516209,0.796088404448058,0.00000849233038567487,0.0927033223312362,0.494718924703574,0.0902538943309404,-70.9228199230994,-65.9321349847105,39,5,"Stylophora pistillata",0.0000140793898499346,38
"VARI","FvFm","",-0.626710288978385,-0.837433185019852,-0.343800263101931,0.000019682937170255,0.10311017443072,0.359140982713252,0.101643751008923,-61.6527292862279,-56.662044347839,39,5,"Stylophora pistillata",0.0000317955138904118,39
"DeltaE2000","FvFm","",0.617286835967069,0.359981066940305,0.787380186659767,0.0000284156948848916,0.0985542754518027,0.387133548077296,0.0993990785357363,-63.3945643889259,-58.403879450537,39,5,"Stylophora pistillata",0.0000447547194437042,40
"Grayscale_weight","FvFm","",-0.608876657473098,-0.773811502404646,-0.362981813929522,0.0000390470411704687,0.100817281132554,0.36791101861703,0.100945867312129,-62.1901225063195,-57.1994375679306,39,5,"Stylophora pistillata",0.0000590142567548544,41
"G_index","FvFm","",-0.608674002569629,-0.778896054232671,-0.351689102289313,0.0000393428378365696,0.100815752741332,0.367903919534784,0.100946434179314,-62.1896844941709,-57.1989995557819,39,5,"Stylophora pistillata",0.0000590142567548544,42
"L_coral","FvFm","",-0.592056300485158,-0.767713154849942,-0.333108851267704,0.0000718078264638103,0.103517395864914,0.342885828747343,0.102924757048776,-60.67584601024,-55.685161071851,39,5,"Stylophora pistillata",0.000105206815516745,43
"Chroma_coral","FvFm","",0.586179308284552,0.329420299832944,0.7475332129049,0.0000881421319107003,0.0987105214081942,0.446274358577418,0.0944814938612503,-67.3521954836946,-62.3615105453057,39,5,"Stylophora pistillata",0.000124066725558787,44
"hue_angle","FvFm","",0.584760723960268,0.334453028470369,0.76873708023686,0.0000925577158930634,0.0959273828554658,0.459812005514492,0.0933193914129848,-68.3175279718799,-63.326843033491,39,5,"Stylophora pistillata",0.000124066725558787,45
"H_hsv","FvFm","",0.584760723960268,0.334453028470369,0.76873708023686,0.0000925577158930634,0.096000906766546,0.459069322430291,0.0933835199466884,-68.2639452420858,-63.2732603036969,39,5,"Stylophora pistillata",0.000124066725558787,46
"WI","FvFm","",0.584760723960268,0.334453028470369,0.76873708023686,0.0000925577158930634,0.0979367176570967,0.440075900348088,0.0950088396552737,-66.9180511412209,-61.927366202832,39,5,"Stylophora pistillata",0.000124066725558787,47
"b_coral","FvFm","",0.580200988632212,0.317493258587528,0.745241806747937,0.000108139752822915,0.0986578681355743,0.447520807475081,0.0943750939644112,-67.4400843196317,-62.4493993812428,39,5,"Stylophora pistillata",0.000141933425580076,48
"G_minus_B","FvFm","",0.572500102300384,0.303583147953697,0.742418530549764,0.000139912469820107,0.101155688362841,0.420794951224337,0.096630806291897,-65.5976936754605,-60.6070087370716,39,5,"Stylophora pistillata",0.00017988746119728,49
"R_plus_G","FvFm","",-0.546154964849393,-0.741016650965368,-0.285065060698787,0.00032236376006513,0.106991579774671,0.304492009287622,0.105888914416884,-58.4612419133793,-53.4705569749903,39,5,"Stylophora pistillata",0.000406178337682064,50
"chroma_index","FvFm","",0.543317796200824,0.267535321737264,0.720142000359558,0.000351246528849326,0.106744721743144,0.357748791447176,0.101754095694578,-61.5680982395882,-56.5774133011993,39,5,"Stylophora pistillata",0.00043389277093152,51
"IPCA","FvFm","",0.537846113807157,0.261816528494608,0.718315205936678,0.00041357563060065,0.107159556775241,0.352933312508424,0.102134849870967,-61.2767743504973,-56.2860894121084,39,5,"Stylophora pistillata",0.000501062783227711,52
"R_minus_B","FvFm","",0.534198325544712,0.261400719240637,0.716470776208033,0.000460450371196825,0.107265237378513,0.35167412130024,0.102234178735264,-61.2009541337256,-56.2102691953367,39,5,"Stylophora pistillata",0.000547327799724528,53
"Grayscale_norm","FvFm","",-0.521633721529624,-0.722413269235313,-0.255276397928982,0.000660418276109523,0.108867518605804,0.2826497928956,0.10753876581517,-57.2552973764848,-52.2646124380958,39,5,"Stylophora pistillata",0.000770487988794444,54
"F_PC2","FvFm","",0.513324870487388,0.232382655445502,0.708317189781957,0.000832005976104645,0.110548674664452,0.312299907695669,0.105292872832202,-58.9015390399556,-53.9108541015667,39,5,"Stylophora pistillata",0.000953025027174412,55
"a_coral","FvFm","",0.495997876240775,0.224655611866853,0.72183011277195,0.00132225051251407,0.111886117853827,0.279057406059527,0.107807698890187,-57.0604783829603,-52.0697934445713,39,5,"Stylophora pistillata",0.00148753182657833,56
"V_hsv","FvFm","",-0.478265572187223,-0.699500064730096,-0.211335742902998,0.00207301504161893,0.112989695419162,0.238388978062378,0.11080670588373,-54.9202971685897,-49.9296122302008,39,5,"Stylophora pistillata",0.00225172323486194,57
"R_index","FvFm","",-0.478265572187223,-0.699500064730096,-0.211335742902998,0.00207301504161893,0.112989695419162,0.238388978062378,0.11080670588373,-54.9202971685897,-49.9296122302008,39,5,"Stylophora pistillata",0.00225172323486194,58
"ExGR_2","FvFm","",-0.472489907438352,-0.735490224142182,-0.136204890548025,0.00238783948153438,0.120845936310564,0.179645884090613,0.115000602217695,-52.0225916986804,-47.0319067602915,39,5,"Stylophora pistillata",0.00254972690401129,59
"R_minus_G","FvFm","",0.412605383463215,0.103739276590997,0.663266281125751,0.0090455312976217,0.120138698193748,0.18568408078462,0.114576590965358,-52.3107119150581,-47.3200269766692,39,5,"Stylophora pistillata",0.00949780786250279,60
"ChOL","FvFm","",-0.404803169679652,-0.661881497461247,-0.103414242992597,0.0105819678987062,0.121115122652169,0.159946368812427,0.116373190359457,-51.0971357097175,-46.1064507713286,39,5,"Stylophora pistillata",0.0109289176658769,61
"EVI","FvFm","",-0.380889891070291,-0.684606131580925,-0.0264090350797776,0.0167468108179682,0.121465207267415,0.154135096006204,0.116775016375921,-50.8282727340494,-45.8375877956605,39,5,"Stylophora pistillata",0.0170169206698709,62
"CIVE_raw","FvFm","",-0.379572634197741,-0.65422948467492,-0.0608810793364437,0.0171598201940215,0.118945276135662,0.193711937059973,0.114010420896869,-52.6970974344059,-47.706412496017,39,5,"Stylophora pistillata",0.0171598201940215,63
"DeltaE76","cells_cm2","",0.72246963562753,0.548963941086846,0.828861047308108,0.000000748102651684794,0.15137656138751,0.524969355677876,0.150495405267238,-31.0409669635489,-26.05028202516,39,5,"Stylophora pistillata",0.00000760995189616267,1
"D_toWhite","cells_cm2","",0.717611336032389,0.538296394946226,0.825337897543131,0.000000889167375387941,0.153978680105488,0.508655566700059,0.153057793207553,-29.7240906613986,-24.7334057230097,39,5,"Stylophora pistillata",0.00000760995189616267,2
"MGRVI","cells_cm2","",-0.71497975708502,-0.829990490370415,-0.5067469336872,0.000000978454279895666,0.149082073791736,0.534360293758138,0.149000398737752,-31.8196855719767,-26.8290006335878,39,5,"Stylophora pistillata",0.00000760995189616267,3
"OSAVI","cells_cm2","",-0.71497975708502,-0.829990490370415,-0.5067469336872,0.000000978454279895666,0.149217251254971,0.533694873708363,0.149106824859729,-31.7639926050856,-26.7733076666966,39,5,"Stylophora pistillata",0.00000760995189616267,4
"NDI","cells_cm2","",0.71497975708502,0.5067469336872,0.829990490370415,0.000000978454279895663,0.149297803554164,0.533931342947767,0.149069013085095,-31.7837750157437,-26.7930900773548,39,5,"Stylophora pistillata",0.00000760995189616267,5
"NGRI","cells_cm2","",-0.71497975708502,-0.829990490370415,-0.5067469336872,0.000000978454279895666,0.149307555185553,0.533933860220546,0.149068610517931,-31.7839856583218,-26.7933007199328,39,5,"Stylophora pistillata",0.00000760995189616267,6
"EVI_2","cells_cm2","",-0.713967611336032,-0.829108388955336,-0.503033028795055,0.00000101551551823226,0.149069979344666,0.532966673592643,0.149223204933137,-31.70313620258,-26.7124512641911,39,5,"Stylophora pistillata",0.00000760995189616267,7
"SAVI","cells_cm2","",-0.713967611336032,-0.829108388955336,-0.503033028795055,0.00000101551551823226,0.149226993959798,0.5327484308762,0.149258066550132,-31.6849159227986,-26.6942309844097,39,5,"Stylophora pistillata",0.00000760995189616267,8
"VARI","cells_cm2","",-0.711943319838057,-0.831125659764515,-0.486724885886401,0.0000010945539208171,0.157303146661245,0.500369109488535,0.154343046418185,-29.0718456336094,-24.0811606952204,39,5,"Stylophora pistillata",0.00000760995189616267,9
"D_toWhite_RGB_corrected","cells_cm2","",0.709311740890688,0.545715687216937,0.813639978532773,0.00000120792887240677,0.158139146704153,0.488337629428847,0.156190338687366,-28.1438262733123,-23.1531413349234,39,5,"Stylophora pistillata",0.00000760995189616267,10
"D_toWhite_RGB","cells_cm2","",0.697368421052632,0.514359987305727,0.810659563673262,0.00000191424002543041,0.160946407663313,0.471893556337154,0.158680353975831,-26.9101437117313,-21.9194587733424,39,5,"Stylophora pistillata",0.00000804736022979462,11
"g_minus_r","cells_cm2","",-0.696963562753037,-0.818928513609565,-0.475239222123664,0.00000194492909032827,0.14994956938133,0.526615943302779,0.150234349494251,-31.1763865892113,-26.1857016508224,39,5,"Stylophora pistillata",0.00000804736022979462,12
"redness_index","cells_cm2","",0.696356275303644,0.464785231070722,0.814669417926038,0.00000199194364944184,0.17743430244377,0.354060871612203,0.175492363861664,-19.0552547370774,-14.0645697986885,39,5,"Stylophora pistillata",0.00000804736022979462,13
"B_index","cells_cm2","",-0.695546558704453,-0.809028555490595,-0.483393359047358,0.00000205650568848563,0.146336829844436,0.533374887291531,0.149157975891005,-31.7372393276718,-26.7465543892829,39,5,"Stylophora pistillata",0.00000804736022979462,14
"GLI2","cells_cm2","",-0.693927125506073,-0.816126857837176,-0.466834993727901,0.00000219232574791145,0.149469229027855,0.517925399441626,0.151607104154486,-30.4669041742043,-25.4762192358153,39,5,"Stylophora pistillata",0.00000804736022979462,15
"ExR","cells_cm2","",0.693724696356275,0.463858256577272,0.813093251321403,0.00000220995308371945,0.149605745130061,0.523284927105832,0.150761992737467,-30.9029200425882,-25.9122351041993,39,5,"Stylophora pistillata",0.00000804736022979462,16
"r_minus_b","cells_cm2","",0.692712550607287,0.463889875843569,0.811607598537565,0.00000230033769087398,0.151703026782347,0.49473388250716,0.155211006543389,-28.6344353232752,-23.6437503848862,39,5,"Stylophora pistillata",0.00000804736022979462,17
"b_norm","cells_cm2","",-0.688461538461538,-0.807968164674895,-0.460197961206282,0.00000272392178579055,0.153185131390615,0.48177215285278,0.157189235035558,-27.6465751084907,-22.6558901701018,39,5,"Stylophora pistillata",0.00000804736022979462,18
"R_plus_B","cells_cm2","",-0.688259109311741,-0.800791275717133,-0.503590529577172,0.00000274599344388468,0.161094215757172,0.466066747134523,0.159553344412334,-26.4821976758374,-21.4915127374484,39,5,"Stylophora pistillata",0.00000804736022979462,19
"r_norm","cells_cm2","",0.688056680161943,0.44934552518413,0.809953280520008,0.00000276824843322068,0.150423587607173,0.507759426385753,0.153197307126989,-29.6530251577913,-24.6623402194024,39,5,"Stylophora pistillata",0.00000804736022979462,20
"DeltaE2000","cells_cm2","",0.68663967611336,0.514138945247875,0.796215231332282,0.00000292928791642855,0.163017908597525,0.464932056699927,0.159722792155471,-26.3994046093235,-21.4087196709346,39,5,"Stylophora pistillata",0.00000804736022979462,21
"S_hsv","cells_cm2","",0.683805668016194,0.445616027567194,0.803824106108278,0.00000328057283362278,0.149071956287736,0.503243370762263,0.15389845611609,-29.2968514639458,-24.3061665255569,39,5,"Stylophora pistillata",0.00000804736022979462,22
"NRBI","cells_cm2","",0.683805668016194,0.445616027567194,0.803824106108278,0.00000328057283362278,0.153259405473812,0.484312261572923,0.156803528034827,-27.8382047555895,-22.8475198172005,39,5,"Stylophora pistillata",0.00000804736022979462,23
"KI","cells_cm2","",-0.683805668016194,-0.803824106108278,-0.445616027567194,0.00000328057283362278,0.155050106315802,0.47273766906466,0.158553487816473,-26.9725302522186,-21.9818453138296,39,5,"Stylophora pistillata",0.00000804736022979462,24
"ExB","cells_cm2","",-0.683805668016194,-0.805564151418005,-0.45042882555497,0.00000328057283362278,0.155344177999032,0.464561518137183,0.159778087199664,-26.3724061641307,-21.3817212257418,39,5,"Stylophora pistillata",0.00000804736022979462,25
"WI_old","cells_cm2","",0.682793522267206,0.444079988745067,0.809473571716988,0.00000341611671108983,0.153653579665744,0.46784369962477,0.159287622999521,-26.6122077881899,-21.6215228498009,39,5,"Stylophora pistillata",0.00000804736022979462,26
"g_minus_b","cells_cm2","",0.681578947368421,0.445499742970998,0.806947261663286,0.0000035862324769047,0.156176330055511,0.45823324172493,0.160719511739632,-25.9141729320878,-20.9234879936989,39,5,"Stylophora pistillata",0.00000804736022979462,27
"F_PC1","cells_cm2","",-0.681376518218624,-0.794999430034494,-0.501446166598118,0.00000361540093072038,0.165513412204959,0.444933492078669,0.162680290395405,-24.9683306141584,-19.9776456757695,39,5,"Stylophora pistillata",0.00000804736022979462,28
"NGBI","cells_cm2","",0.680769230769231,0.448020032630305,0.797686906014794,0.00000370434042323879,0.159684494190378,0.444822391991949,0.162696570327455,-24.96052529759,-19.969840359201,39,5,"Stylophora pistillata",0.00000804736022979462,29
"int","cells_cm2","",-0.67753036437247,-0.789111678246933,-0.496934977407245,0.00000421689816574207,0.163396993340848,0.455972073978794,0.161054559401304,-25.751737674564,-20.761052736175,39,5,"Stylophora pistillata",0.00000885548614805835,30
"RGBVI","cells_cm2","",0.673684210526316,0.433701856720765,0.802768545521914,0.00000491750332762296,0.169395957323613,0.383162152068678,0.171493606639396,-20.8531191970807,-15.8624342586917,39,5,"Stylophora pistillata",0.00000999363579484666,31
"G_index","cells_cm2","",-0.666396761133603,-0.78542863178284,-0.473513223056091,0.00000657122541904425,0.169139262818115,0.428587822851352,0.165058225934284,-23.8364390747087,-18.8457541363197,39,5,"Stylophora pistillata",0.0000129371000437434,32
"Grayscale_weight","cells_cm2","",-0.648178137651822,-0.773863827518908,-0.458361140024875,0.0000133737643900183,0.170950978873403,0.41695708828134,0.166729591933948,-23.0505895426006,-18.0599046042116,39,5,"Stylophora pistillata",0.0000255317320173077,33
"L_coral","cells_cm2","",-0.635425101214575,-0.76869288648736,-0.429472640321889,0.000021628254336371,0.174303763635443,0.399795317443577,0.16916562474687,-21.9192016490713,-16.9285167106823,39,5,"Stylophora pistillata",0.0000400758830350404,34
"ExGR_2","cells_cm2","",-0.632186234817814,-0.795706610130921,-0.380669302872076,0.0000243754446590444,0.182250685102405,0.378275202318861,0.172171602682364,-20.5453559523493,-15.5546710139603,39,5,"Stylophora pistillata",0.0000438758003862799,35
